TimeStamp,adx_feature,close,ask,bid,Position,Cash,NetValue,Action
2025-05-20 15:50:00,-28.425573068748516,59.25,59.25,59.24,0,0.0,0.0,Hold
2025-05-20 15:51:00,-25.110377082442554,59.27,59.28,59.27,0,0.0,0.0,Hold
2025-05-20 15:52:00,36.7434560245965,59.36,59.36,59.35,1,-59.36,-0.00999999999999801,Buy
2025-05-20 15:53:00,58.07631627025237,59.42,59.42,59.41,1,-59.36,0.04999999999999716,Hold
2025-05-20 15:54:00,76.2485514867033,59.46,59.46,59.45,1,-59.36,0.09000000000000341,Hold
2025-05-20 15:55:00,75.85822559109862,59.44,59.45,59.44,1,-59.36,0.0799999999999983,Hold
2025-05-20 15:56:00,60.27988218575889,59.43,59.44,59.43,1,-59.36,0.07000000000000028,Hold
2025-05-20 15:57:00,41.27243091744874,59.42,59.43,59.42,1,-59.36,0.060000000000002274,Hold
2025-05-20 15:58:00,-4.129693450457367,59.35,59.36,59.35,0,-0.00999999999999801,-0.00999999999999801,Sell
2025-05-20 15:59:00,-8.535164050744536,59.38,59.39,59.38,0,-0.00999999999999801,-0.00999999999999801,Hold
2025-05-20 16:00:00,-6.627788946411676,59.36,59.36,59.35,0,-0.00999999999999801,-0.00999999999999801,Hold
2025-05-20 16:01:00,-28.921650830924865,59.31,59.31,59.3,0,-0.00999999999999801,-0.00999999999999801,Hold
2025-05-20 16:02:00,-40.94572678317567,59.29,59.3,59.29,0,-0.00999999999999801,-0.00999999999999801,Hold
2025-05-20 16:03:00,-10.123724128981346,59.36,59.36,59.35,0,-0.00999999999999801,-0.00999999999999801,Hold
2025-05-20 16:04:00,2.8612252031489573,59.37,59.38,59.37,1,-59.39,-0.020000000000003126,Buy
2025-05-20 16:05:00,45.25010431384448,59.47,59.47,59.46,1,-59.39,0.07000000000000028,Hold
2025-05-20 16:06:00,50.944648575005296,59.45,59.45,59.44,1,-59.39,0.04999999999999716,Hold
2025-05-20 16:07:00,-0.6918030441650157,59.41,59.42,59.41,0,0.01999999999999602,0.01999999999999602,Sell
2025-05-20 16:08:00,10.79496512743235,59.47,59.47,59.46,1,-59.45,0.00999999999999801,Buy
2025-05-20 16:09:00,16.492424737165788,59.44,59.44,59.43,1,-59.45,-0.020000000000003126,Hold
2025-05-20 16:10:00,1.2986473929897004,59.47,59.47,59.46,1,-59.45,0.00999999999999801,Hold
2025-05-20 16:11:00,0.0,59.46,59.46,59.45,1,-59.45,0.0,Hold
2025-05-20 16:12:00,0.0,59.46,59.46,59.45,1,-59.45,0.0,Hold
2025-05-20 16:13:00,0.0,59.47,59.47,59.46,1,-59.45,0.00999999999999801,Hold
2025-05-20 16:14:00,-25.00800002454564,59.44,59.44,59.43,1,-59.45,-0.020000000000003126,Hold
2025-05-20 16:15:00,-15.98274343613638,59.49,59.49,59.48,1,-59.45,0.02999999999999403,Hold
2025-05-20 16:16:00,-5.118723845058567,59.49,59.5,59.49,1,-59.45,0.03999999999999915,Hold
2025-05-20 16:17:00,-4.111043077461628,59.5,59.5,59.49,1,-59.45,0.03999999999999915,Hold
2025-05-20 16:18:00,31.337293075938486,59.6,59.6,59.59,2,-119.05000000000001,0.12999999999999545,Buy
2025-05-20 16:19:00,31.892340748231444,59.58,59.59,59.58,2,-119.05000000000001,0.10999999999998522,Hold
2025-05-20 16:20:00,64.31669854667383,59.66,59.66,59.65,2,-119.05000000000001,0.2499999999999858,Hold
2025-05-20 16:21:00,82.8737522384959,59.64,59.65,59.64,2,-119.05000000000001,0.22999999999998977,Hold
2025-05-20 16:22:00,84.17707174155356,59.68,59.69,59.68,2,-119.05000000000001,0.30999999999998806,Hold
2025-05-20 16:23:00,79.59602669740794,59.67,59.67,59.66,2,-119.05000000000001,0.2699999999999818,Hold
2025-05-20 16:24:00,34.49192923065358,59.64,59.65,59.64,2,-119.05000000000001,0.22999999999998977,Hold
2025-05-20 16:25:00,0.03709435798814141,59.63,59.64,59.63,2,-119.05000000000001,0.20999999999999375,Hold
2025-05-20 16:26:00,-12.86500852920261,59.62,59.63,59.62,1,-59.430000000000014,0.18999999999998352,Sell
2025-05-20 16:27:00,-9.719008582372656,59.6,59.6,59.59,1,-59.430000000000014,0.15999999999998948,Hold
2025-05-20 16:28:00,-39.68734971215839,59.55,59.55,59.54,1,-59.430000000000014,0.10999999999998522,Hold
2025-05-20 16:29:00,-53.006056118285514,59.53,59.53,59.52,1,-59.430000000000014,0.0899999999999892,Hold
2025-05-20 16:30:00,-16.735547550748084,59.55,59.56,59.55,1,-59.430000000000014,0.11999999999998323,Hold
2025-05-20 16:31:00,-12.511688195268324,59.58,59.58,59.57,1,-59.430000000000014,0.13999999999998636,Hold
2025-05-20 16:32:00,-8.206409317108116,59.52,59.53,59.52,1,-59.430000000000014,0.0899999999999892,Hold
2025-05-20 16:33:00,-46.564950492394466,59.51,59.51,59.5,1,-59.430000000000014,0.06999999999998607,Hold
2025-05-20 16:34:00,-44.4576626052387,59.49,59.49,59.48,1,-59.430000000000014,0.04999999999998295,Hold
2025-05-20 16:35:00,-57.58574716490238,59.44,59.44,59.43,1,-59.430000000000014,-1.4210854715202004e-14,Hold
2025-05-20 16:36:00,-81.1520250064124,59.43,59.44,59.43,1,-59.430000000000014,-1.4210854715202004e-14,Hold
2025-05-20 16:37:00,-34.47150724517435,59.49,59.5,59.49,1,-59.430000000000014,0.05999999999998806,Hold
2025-05-20 16:38:00,12.650921509938819,59.53,59.53,59.52,2,-118.96000000000001,0.0799999999999983,Buy
2025-05-20 16:39:00,23.306333005602582,59.55,59.56,59.55,2,-118.96000000000001,0.13999999999998636,Hold
2025-05-20 16:40:00,33.95650766770582,59.57,59.57,59.56,2,-118.96000000000001,0.1599999999999966,Hold
2025-05-20 16:41:00,11.231434324301022,59.53,59.54,59.53,2,-118.96000000000001,0.09999999999999432,Hold
2025-05-20 16:42:00,2.2511615094395605,59.53,59.54,59.53,2,-118.96000000000001,0.09999999999999432,Hold
2025-05-20 16:43:00,12.753615772003432,59.56,59.57,59.56,2,-118.96000000000001,0.1599999999999966,Hold
2025-05-20 16:44:00,24.65971301243698,59.57,59.58,59.57,2,-118.96000000000001,0.1799999999999926,Hold
2025-05-20 16:45:00,22.310629465521416,59.58,59.59,59.58,2,-118.96000000000001,0.19999999999998863,Hold
2025-05-20 16:46:00,72.61152793082968,59.66,59.66,59.65,2,-118.96000000000001,0.3399999999999892,Hold
2025-05-20 16:47:00,94.81817116523129,59.66,59.67,59.66,2,-118.96000000000001,0.3599999999999852,Hold
2025-05-20 16:48:00,31.080142210851864,59.63,59.64,59.63,2,-118.96000000000001,0.29999999999999716,Hold
2025-05-20 16:49:00,23.78525947151315,59.63,59.64,59.63,2,-118.96000000000001,0.29999999999999716,Hold
2025-05-20 16:50:00,-17.60754714667661,59.56,59.56,59.55,1,-59.41000000000001,0.13999999999998636,Sell
2025-05-20 16:51:00,-61.55758461307717,59.51,59.52,59.51,1,-59.41000000000001,0.09999999999998721,Hold
2025-05-20 16:52:00,-70.2937664309626,59.49,59.5,59.49,1,-59.41000000000001,0.07999999999999119,Hold
2025-05-20 16:53:00,-66.21346769141701,59.49,59.5,59.49,1,-59.41000000000001,0.07999999999999119,Hold
2025-05-20 16:54:00,-34.42612164589096,59.51,59.51,59.5,1,-59.41000000000001,0.0899999999999892,Hold
2025-05-20 16:55:00,-1.1221595639605404,59.53,59.53,59.52,1,-59.41000000000001,0.10999999999999233,Hold
2025-05-20 16:56:00,-0.7833172457146739,59.51,59.52,59.51,1,-59.41000000000001,0.09999999999998721,Hold
2025-05-20 16:57:00,-40.785643041203976,59.47,59.47,59.46,1,-59.41000000000001,0.04999999999999005,Hold
2025-05-20 16:58:00,-43.79313384722723,59.45,59.45,59.44,1,-59.41000000000001,0.029999999999986926,Hold
2025-05-20 16:59:00,-50.73215414183217,59.42,59.43,59.42,1,-59.41000000000001,0.009999999999990905,Hold
2025-05-20 17:00:00,-58.318203199499926,59.46,59.47,59.46,1,-59.41000000000001,0.04999999999999005,Hold
2025-05-20 17:01:00,-30.19111674010199,59.46,59.47,59.46,1,-59.41000000000001,0.04999999999999005,Hold
2025-05-20 17:02:00,-6.448859661815361,59.5,59.5,59.49,1,-59.41000000000001,0.07999999999999119,Hold
2025-05-20 17:03:00,1.4519865668341758,59.49,59.5,59.49,2,-118.91000000000001,0.06999999999999318,Buy
2025-05-20 17:04:00,1.0807621959452463,59.49,59.49,59.48,2,-118.91000000000001,0.04999999999998295,Hold
2025-05-20 17:05:00,-9.346146322767785,59.47,59.48,59.47,1,-59.44000000000001,0.029999999999986926,Sell
2025-05-20 17:06:00,0.0,59.49,59.49,59.48,1,-59.44000000000001,0.039999999999984936,Hold
2025-05-20 17:07:00,9.430953148193005,59.54,59.54,59.53,1,-59.44000000000001,0.0899999999999892,Hold
2025-05-20 17:08:00,8.43589283990394,59.52,59.53,59.52,1,-59.44000000000001,0.07999999999999119,Hold
2025-05-20 17:09:00,7.691580072859335,59.53,59.54,59.53,1,-59.44000000000001,0.0899999999999892,Hold
2025-05-20 17:10:00,-3.4865946642030825,59.49,59.5,59.49,0,0.04999999999999005,0.04999999999999005,Sell
2025-05-20 17:11:00,6.185110593051623,59.53,59.54,59.53,1,-59.49000000000001,0.03999999999999204,Buy
2025-05-20 17:12:00,29.21025940776356,59.56,59.56,59.55,1,-59.49000000000001,0.05999999999998806,Hold
2025-05-20 17:13:00,41.56906445155354,59.58,59.59,59.58,1,-59.49000000000001,0.0899999999999892,Hold
2025-05-20 17:14:00,42.0772421000057,59.59,59.6,59.59,1,-59.49000000000001,0.09999999999999432,Hold
2025-05-20 17:15:00,68.75335493418679,59.63,59.63,59.62,1,-59.49000000000001,0.12999999999998835,Hold
2025-05-20 17:16:00,69.50303405847588,59.61,59.62,59.61,1,-59.49000000000001,0.11999999999999034,Hold
2025-05-20 17:17:00,90.27516319225055,59.6,59.61,59.6,1,-59.49000000000001,0.10999999999999233,Hold
2025-05-20 17:18:00,64.43105134851157,59.6,59.61,59.6,1,-59.49000000000001,0.10999999999999233,Hold
2025-05-20 17:19:00,56.477667283914734,59.6,59.61,59.6,1,-59.49000000000001,0.10999999999999233,Hold
2025-05-20 17:20:00,65.06815315118968,59.6,59.6,59.59,1,-59.49000000000001,0.09999999999999432,Hold
2025-05-20 17:21:00,-40.384015925334054,59.53,59.54,59.53,0,0.03999999999999204,0.03999999999999204,Sell
2025-05-20 17:22:00,-63.96130977878991,59.52,59.52,59.51,0,0.03999999999999204,0.03999999999999204,Hold
2025-05-20 17:23:00,-56.580141207543655,59.51,59.51,59.5,0,0.03999999999999204,0.03999999999999204,Hold
2025-05-20 17:24:00,-61.85040057891294,59.51,59.52,59.51,0,0.03999999999999204,0.03999999999999204,Hold
2025-05-20 17:25:00,4.205680883053948,59.56,59.57,59.56,1,-59.53000000000001,0.02999999999999403,Buy
2025-05-20 17:26:00,82.43487638645924,59.65,59.65,59.64,1,-59.53000000000001,0.10999999999999233,Hold
2025-05-20 17:27:00,113.25947296951321,59.7,59.71,59.7,1,-59.53000000000001,0.1699999999999946,Hold
2025-05-20 17:28:00,110.30777590395172,59.71,59.71,59.7,1,-59.53000000000001,0.1699999999999946,Hold
2025-05-20 17:29:00,135.08701272014002,59.76,59.77,59.76,1,-59.53000000000001,0.22999999999998977,Hold
2025-05-20 17:30:00,129.66562337438754,59.77,59.77,59.76,1,-59.53000000000001,0.22999999999998977,Hold
2025-05-20 17:31:00,180.2807498246428,59.83,59.83,59.82,1,-59.53000000000001,0.28999999999999204,Hold
2025-05-20 17:32:00,164.47229124621293,59.79,59.8,59.79,1,-59.53000000000001,0.2599999999999909,Hold
2025-05-20 17:33:00,143.0027279617055,59.83,59.83,59.82,1,-59.53000000000001,0.28999999999999204,Hold
2025-05-20 17:34:00,151.9203659485669,59.85,59.85,59.84,1,-59.53000000000001,0.30999999999999517,Hold
2025-05-20 17:35:00,52.5808906813106,59.82,59.82,59.81,1,-59.53000000000001,0.27999999999999403,Hold
2025-05-20 17:36:00,41.102372457400556,59.82,59.83,59.82,1,-59.53000000000001,0.28999999999999204,Hold
2025-05-20 17:37:00,98.60688672535592,59.87,59.88,59.87,1,-59.53000000000001,0.3399999999999892,Hold
2025-05-20 17:38:00,121.96545933707657,59.9,59.91,59.9,1,-59.53000000000001,0.36999999999999034,Hold
2025-05-20 17:39:00,38.0830433213648,59.85,59.85,59.84,1,-59.53000000000001,0.30999999999999517,Hold
2025-05-20 17:40:00,9.393189950911255,59.83,59.83,59.82,1,-59.53000000000001,0.28999999999999204,Hold
2025-05-20 17:41:00,-7.870731613318881,59.81,59.81,59.8,0,0.2699999999999889,0.2699999999999889,Sell
2025-05-20 17:42:00,-6.04715457495256,59.8,59.81,59.8,0,0.2699999999999889,0.2699999999999889,Hold
2025-05-20 17:43:00,-33.12511538369713,59.78,59.79,59.78,0,0.2699999999999889,0.2699999999999889,Hold
2025-05-20 17:44:00,-30.662605853807634,59.78,59.78,59.77,0,0.2699999999999889,0.2699999999999889,Hold
2025-05-20 17:45:00,-7.44769447038018,59.81,59.81,59.8,0,0.2699999999999889,0.2699999999999889,Hold
2025-05-20 17:46:00,-5.424135182991245,59.79,59.8,59.79,0,0.2699999999999889,0.2699999999999889,Hold
2025-05-20 17:47:00,-4.202203391209888,59.78,59.79,59.78,0,0.2699999999999889,0.2699999999999889,Hold
2025-05-20 17:48:00,28.941592952020695,59.82,59.83,59.82,1,-59.56000000000001,0.2599999999999909,Buy
2025-05-20 17:49:00,27.718214739175647,59.81,59.81,59.8,1,-59.56000000000001,0.23999999999998778,Hold
2025-05-20 17:50:00,5.520567014916394,59.81,59.82,59.81,1,-59.56000000000001,0.2499999999999929,Hold
2025-05-20 17:51:00,4.323356235432005,59.81,59.82,59.81,1,-59.56000000000001,0.2499999999999929,Hold
2025-05-20 17:52:00,17.16506232222689,59.85,59.85,59.84,1,-59.56000000000001,0.27999999999999403,Hold
2025-05-20 17:53:00,36.062965472598705,59.87,59.87,59.86,1,-59.56000000000001,0.29999999999999005,Hold
2025-05-20 17:54:00,9.040765988815957,59.85,59.86,59.85,1,-59.56000000000001,0.28999999999999204,Hold
2025-05-20 17:55:00,6.836315801950297,59.87,59.88,59.87,1,-59.56000000000001,0.30999999999998806,Hold
2025-05-20 17:56:00,50.57325652806157,59.94,59.94,59.93,1,-59.56000000000001,0.36999999999999034,Hold
2025-05-20 17:57:00,55.656960063452466,59.94,59.94,59.93,1,-59.56000000000001,0.36999999999999034,Hold
2025-05-20 17:58:00,53.96382792582217,59.92,59.93,59.92,1,-59.56000000000001,0.3599999999999923,Hold
2025-05-20 17:59:00,21.503808914900308,59.92,59.92,59.91,1,-59.56000000000001,0.3499999999999872,Hold
2025-05-20 18:00:00,5.924904525220653,59.88,59.89,59.88,1,-59.56000000000001,0.3199999999999932,Hold
2025-05-20 18:01:00,-16.566584667512565,59.92,59.93,59.92,0,0.3599999999999923,0.3599999999999923,Sell
2025-05-20 18:02:00,6.299056662150281,59.94,59.95,59.94,1,-59.59000000000001,0.3499999999999872,Buy
2025-05-20 18:03:00,11.213901928551932,59.97,59.97,59.96,1,-59.59000000000001,0.36999999999999034,Hold
2025-05-20 18:04:00,22.16588853528227,59.98,59.99,59.98,1,-59.59000000000001,0.38999999999998636,Hold
2025-05-20 18:05:00,10.022675509146644,59.94,59.94,59.93,1,-59.59000000000001,0.3399999999999892,Hold
2025-05-20 18:06:00,-40.55536804077086,59.84,59.85,59.84,0,0.2499999999999929,0.2499999999999929,Sell
2025-05-20 18:07:00,-49.47082370140657,59.83,59.84,59.83,0,0.2499999999999929,0.2499999999999929,Hold
2025-05-20 18:08:00,-48.5394454723573,59.85,59.85,59.84,0,0.2499999999999929,0.2499999999999929,Hold
2025-05-20 18:09:00,-49.93403510200485,59.85,59.86,59.85,0,0.2499999999999929,0.2499999999999929,Hold
2025-05-20 18:10:00,-100.97256455884042,59.81,59.81,59.8,0,0.2499999999999929,0.2499999999999929,Hold
2025-05-20 18:11:00,-124.41302142770654,59.79,59.79,59.78,0,0.2499999999999929,0.2499999999999929,Hold
2025-05-20 18:12:00,-123.19027610728034,59.78,59.79,59.78,0,0.2499999999999929,0.2499999999999929,Hold
2025-05-20 18:13:00,-65.75068995531163,59.81,59.82,59.81,0,0.2499999999999929,0.2499999999999929,Hold
2025-05-20 18:14:00,-38.73141953139701,59.81,59.81,59.8,0,0.2499999999999929,0.2499999999999929,Hold
2025-05-20 18:15:00,-52.62641964447925,59.78,59.78,59.77,0,0.2499999999999929,0.2499999999999929,Hold
2025-05-20 18:16:00,3.3631605474231274,59.86,59.87,59.86,1,-59.620000000000005,0.23999999999999488,Buy
2025-05-20 18:17:00,17.453643384409954,59.88,59.89,59.88,1,-59.620000000000005,0.259999999999998,Hold
2025-05-20 18:18:00,38.414953332702815,59.92,59.92,59.91,1,-59.620000000000005,0.28999999999999204,Hold
2025-05-20 18:19:00,45.508440945723784,59.93,59.93,59.92,1,-59.620000000000005,0.29999999999999716,Hold
2025-05-20 18:20:00,97.459593332373,59.99,60.0,59.99,1,-59.620000000000005,0.36999999999999744,Hold
2025-05-20 18:21:00,99.16578976438768,59.98,59.99,59.98,1,-59.620000000000005,0.3599999999999923,Hold
2025-05-20 18:22:00,90.04938597762302,59.99,60.0,59.99,1,-59.620000000000005,0.36999999999999744,Hold
2025-05-20 18:23:00,86.87206533348177,59.99,60.0,59.99,1,-59.620000000000005,0.36999999999999744,Hold
2025-05-20 18:24:00,-62.10132179671636,59.88,59.88,59.87,0,0.2499999999999929,0.2499999999999929,Sell
2025-05-20 18:25:00,-59.68411819127695,59.87,59.88,59.87,0,0.2499999999999929,0.2499999999999929,Hold
2025-05-20 18:26:00,-69.22761546013358,59.87,59.87,59.86,0,0.2499999999999929,0.2499999999999929,Hold
2025-05-20 18:27:00,-60.05205841216343,59.85,59.85,59.84,0,0.2499999999999929,0.2499999999999929,Hold
2025-05-20 18:28:00,-73.26705196679939,59.86,59.86,59.85,0,0.2499999999999929,0.2499999999999929,Hold
2025-05-20 18:29:00,-67.60658322826174,59.86,59.86,59.85,0,0.2499999999999929,0.2499999999999929,Hold
2025-05-20 18:30:00,-41.369979388849224,59.88,59.89,59.88,0,0.2499999999999929,0.2499999999999929,Hold
2025-05-20 18:31:00,14.529600538668713,59.92,59.92,59.91,1,-59.67000000000001,0.23999999999998778,Buy
2025-05-20 18:32:00,10.595277502903004,59.9,59.91,59.9,1,-59.67000000000001,0.22999999999998977,Hold
2025-05-20 18:33:00,-0.7432613400135749,59.92,59.92,59.91,0,0.23999999999998778,0.23999999999998778,Sell
2025-05-20 18:34:00,-0.5044422123940006,59.9,59.91,59.9,0,0.23999999999998778,0.23999999999998778,Hold
2025-05-20 18:35:00,0.0,59.9,59.91,59.9,0,0.23999999999998778,0.23999999999998778,Hold
2025-05-20 18:36:00,47.07254321060546,59.98,59.99,59.98,0,0.23999999999998778,0.23999999999998778,Hold
2025-05-20 18:37:00,63.20035205254797,59.98,59.98,59.97,0,0.23999999999998778,0.23999999999998778,Hold
2025-05-20 18:38:00,65.32805079620005,59.99,59.99,59.98,0,0.23999999999998778,0.23999999999998778,Hold
2025-05-20 18:39:00,11.722098528668477,59.95,59.96,59.95,0,0.23999999999998778,0.23999999999998778,Hold
2025-05-20 18:40:00,8.997720384950041,59.95,59.95,59.94,0,0.23999999999998778,0.23999999999998778,Hold
2025-05-20 18:41:00,-1.8370085834924423,59.96,59.96,59.95,0,0.23999999999998778,0.23999999999998778,Hold
2025-05-20 18:42:00,-1.2355049602060402,59.97,59.97,59.96,0,0.23999999999998778,0.23999999999998778,Hold
2025-05-20 18:43:00,-28.06128849436007,59.9,59.91,59.9,0,0.23999999999998778,0.23999999999998778,Hold
2025-05-20 18:44:00,-40.868222596256025,59.94,59.94,59.93,0,0.23999999999998778,0.23999999999998778,Hold
2025-05-20 18:45:00,-8.20602566579191,59.92,59.93,59.92,0,0.23999999999998778,0.23999999999998778,Hold
2025-05-20 18:46:00,-6.22792813611541,59.94,59.94,59.93,0,0.23999999999998778,0.23999999999998778,Hold
2025-05-20 18:47:00,1.060307618038091,59.93,59.94,59.93,1,-59.70000000000001,0.22999999999998977,Buy
2025-05-20 18:48:00,0.0,59.94,59.94,59.93,1,-59.70000000000001,0.22999999999998977,Hold
2025-05-20 18:49:00,-35.19915814715016,59.89,59.9,59.89,1,-59.70000000000001,0.18999999999999062,Hold
2025-05-20 18:50:00,-36.14345195792341,59.89,59.9,59.89,1,-59.70000000000001,0.18999999999999062,Hold
2025-05-20 18:51:00,-36.554120330922174,59.9,59.9,59.89,1,-59.70000000000001,0.18999999999999062,Hold
2025-05-20 18:52:00,-35.20799496959705,59.89,59.9,59.89,1,-59.70000000000001,0.18999999999999062,Hold
2025-05-20 18:53:00,-45.676539964785746,59.88,59.89,59.88,1,-59.70000000000001,0.1799999999999926,Hold
2025-05-20 18:54:00,-42.792283718319084,59.87,59.88,59.87,1,-59.70000000000001,0.1699999999999875,Hold
2025-05-20 18:55:00,-16.43083241799541,59.88,59.89,59.88,1,-59.70000000000001,0.1799999999999926,Hold
2025-05-20 18:56:00,-65.35324196188724,59.85,59.85,59.84,1,-59.70000000000001,0.13999999999999346,Hold
2025-05-20 18:57:00,-74.16139064300698,59.83,59.83,59.82,1,-59.70000000000001,0.11999999999999034,Hold
2025-05-20 18:58:00,-44.12201525528673,59.85,59.85,59.84,1,-59.70000000000001,0.13999999999999346,Hold
2025-05-20 18:59:00,-20.87483350272186,59.86,59.86,59.85,1,-59.70000000000001,0.14999999999999147,Hold
2025-05-20 19:00:00,-44.06389120635805,59.87,59.87,59.86,1,-59.70000000000001,0.15999999999998948,Hold
2025-05-20 19:01:00,6.011222011792475,59.9,59.92,59.91,2,-119.62,0.19999999999998863,Buy
2025-05-20 19:02:00,48.57090146892237,59.94,59.94,59.93,2,-119.62,0.23999999999999488,Hold
2025-05-20 19:03:00,84.51949102914308,59.97,59.98,59.97,2,-119.62,0.3199999999999932,Hold
2025-05-20 19:04:00,106.89474918710754,60.01,60.01,60.0,2,-119.62,0.37999999999999545,Hold
2025-05-20 19:05:00,128.98368989414703,60.03,60.04,60.03,2,-119.62,0.4399999999999977,Hold
2025-05-20 19:06:00,191.3774503336903,60.13,60.13,60.12,2,-119.62,0.6199999999999903,Hold
2025-05-20 19:07:00,202.34957028740382,60.12,60.13,60.12,2,-119.62,0.6199999999999903,Hold
2025-05-20 19:08:00,167.53905861805072,60.12,60.12,60.11,2,-119.62,0.5999999999999943,Hold
2025-05-20 19:09:00,174.3409810428015,60.15,60.16,60.15,2,-119.62,0.6799999999999926,Hold
2025-05-20 19:10:00,220.88774112649247,60.23,60.23,60.22,2,-119.62,0.8199999999999932,Hold
2025-05-20 19:11:00,196.579725726457,60.23,60.23,60.22,2,-119.62,0.8199999999999932,Hold
2025-05-20 19:12:00,226.93457265460816,60.3,60.31,60.3,2,-119.62,0.9799999999999898,Hold
2025-05-20 19:13:00,210.66774058076086,60.33,60.33,60.32,2,-119.62,1.019999999999996,Hold
2025-05-20 19:14:00,215.9089577770261,60.35,60.35,60.34,2,-119.62,1.0600000000000023,Hold
2025-05-20 19:15:00,174.20278180102184,60.3,60.3,60.29,2,-119.62,0.9599999999999937,Hold
2025-05-20 19:16:00,127.89701924305092,60.29,60.3,60.29,2,-119.62,0.9599999999999937,Hold
2025-05-20 19:17:00,119.79021586985192,60.37,60.37,60.36,2,-119.62,1.0999999999999943,Hold
2025-05-20 19:18:00,106.13350206303473,60.31,60.31,60.3,2,-119.62,0.9799999999999898,Hold
2025-05-20 19:19:00,26.77228000746433,60.26,60.26,60.25,2,-119.62,0.8799999999999955,Hold
2025-05-20 19:20:00,36.68174771127838,60.3,60.31,60.3,2,-119.62,0.9799999999999898,Hold
2025-05-20 19:21:00,29.023089906731702,60.31,60.32,60.31,2,-119.62,1.0,Hold
2025-05-20 19:22:00,67.56919960440398,60.32,60.32,60.31,2,-119.62,1.0,Hold
2025-05-20 19:23:00,17.451235000640818,60.29,60.3,60.29,2,-119.62,0.9599999999999937,Hold
2025-05-20 19:24:00,13.342101884273506,60.29,60.29,60.28,2,-119.62,0.9399999999999977,Hold
2025-05-20 19:25:00,17.6531503190229,60.29,60.3,60.29,2,-119.62,0.9599999999999937,Hold
2025-05-20 19:26:00,55.4937514538234,60.38,60.39,60.38,2,-119.62,1.1400000000000006,Hold
2025-05-20 19:27:00,71.10258221321256,60.38,60.38,60.37,2,-119.62,1.1199999999999903,Hold
2025-05-20 19:28:00,74.71097927513512,60.4,60.4,60.39,2,-119.62,1.1599999999999966,Hold
2025-05-20 19:29:00,75.01687925789336,60.38,60.39,60.38,2,-119.62,1.1400000000000006,Hold
2025-05-20 19:30:00,13.65858017853454,60.35,60.35,60.34,2,-119.62,1.0600000000000023,Hold
2025-05-20 19:31:00,9.987064507554683,60.34,60.35,60.34,2,-119.62,1.0600000000000023,Hold
2025-05-20 19:32:00,-5.9613827909956445,60.34,60.34,60.33,1,-59.290000000000006,1.039999999999992,Sell
2025-05-20 19:33:00,-17.28744207962374,60.31,60.32,60.31,1,-59.290000000000006,1.019999999999996,Hold
2025-05-20 19:34:00,-21.51742707892404,60.31,60.32,60.31,1,-59.290000000000006,1.019999999999996,Hold
2025-05-20 19:35:00,14.610951185548457,60.37,60.38,60.37,2,-119.67000000000002,1.069999999999979,Buy
2025-05-20 19:36:00,26.31490196769054,60.38,60.39,60.38,2,-119.67000000000002,1.0899999999999892,Hold
2025-05-20 19:37:00,-9.739519289318215,60.31,60.32,60.31,1,-59.360000000000014,0.9499999999999886,Sell
2025-05-20 19:38:00,-13.506569928262504,60.31,60.32,60.31,1,-59.360000000000014,0.9499999999999886,Hold
