,open,high,low,close,volume,ask,bid,open_orig,high_orig,low_orig,close_orig,volume_orig,ask_orig,bid_orig,signal,signal_smooth,signal_norm,signal_smooth_norm,trade_action,Position,Cash,NetValue,Action,TradedAmount,StrategyEarning,BuyHoldEarning,EarningDiff
2025-04-02 17:17:00,223.82,223.89,223.75,223.82,37592.0,223.8871,223.7529,223.82,223.89,223.75,223.82,37592,223.8871,223.7529,1.0300000000000125,0.9550000000000025,0.3485617597292738,0.3732291157791889,0,1,-220.561,3.192,Hold,0,3.192,2.467,0.7250000000000001
2025-04-02 17:18:00,223.82,223.9102,223.77,223.79,40555.0,223.8571,223.7229,223.82,223.9102,223.77,223.79,40555,223.8571,223.7229,1.0600000000000136,1.000000000000004,0.3587140439932335,0.39081582804103604,0,1,-220.561,3.162,Hold,0,3.162,2.437,0.7250000000000001
2025-04-02 17:19:00,223.8,223.96,223.78,223.96,43050.0,224.0272,223.8928,223.8,223.96,223.78,223.96,43050,224.0272,223.8928,0.8899999999999977,1.0000000000000042,0.30118443316412535,0.3908158280410361,0,1,-220.561,3.332,Hold,0,3.332,2.606,0.726
2025-04-02 17:20:00,223.97,224.12,223.9,224.04,48375.0,224.1072,223.9728,223.97,224.12,223.9,224.04,48375,224.1072,223.9728,0.8100000000000136,0.9475000000000092,0.27411167512690593,0.3702979970688838,0,1,-220.561,3.412,Hold,0,3.412,2.686,0.726
2025-04-02 17:21:00,224.04,224.07,224.01,224.05,27269.0,224.1172,223.9828,224.04,224.07,224.01,224.05,27269,224.1172,223.9828,0.7999999999999943,0.8900000000000048,0.27072758037224626,0.34782608695652256,0,1,-220.561,3.422,Hold,0,3.422,2.696,0.726
2025-04-02 17:22:00,224.03,224.12,224.0,224.085,34316.0,224.1522,224.0178,224.03,224.12,224.0,224.085,34316,224.1522,224.0178,0.7649999999999977,0.8162500000000007,0.2588832487309616,0.31900341963849466,0,1,-220.561,3.457,Hold,0,3.457,2.731,0.726
2025-04-02 17:23:00,224.08,224.08,223.968,223.97,21252.0,224.0372,223.9028,224.08,224.08,223.968,223.97,21252,224.0372,223.9028,0.8800000000000068,0.8137500000000031,0.29780033840947534,0.318026380068393,0,1,-220.561,3.342,Hold,0,3.342,2.616,0.726
2025-04-02 17:24:00,223.97,224.02,223.93,223.97,29009.0,224.0372,223.9028,223.97,224.02,223.93,223.97,29009,224.0372,223.9028,0.8800000000000068,0.8312500000000013,0.29780033840947534,0.3248656570591104,0,1,-220.561,3.342,Hold,0,3.342,2.616,0.726
2025-04-02 17:25:00,223.95,223.96,223.84,223.875,45906.0,223.9422,223.8078,223.95,223.96,223.84,223.875,45906,223.9422,223.8078,0.9750000000000056,0.8750000000000042,0.3299492385786794,0.3419638495359068,0,1,-220.561,3.247,Hold,0,3.247,2.521,0.726
2025-04-02 17:26:00,223.87,224.0,223.8,223.95,29832.0,224.0172,223.8828,223.87,224.0,223.8,223.95,29832,224.0172,223.8828,0.900000000000017,0.9087500000000089,0.304568527918785,0.35515388373229356,0,1,-220.561,3.322,Hold,0,3.322,2.596,0.726
2025-04-02 17:27:00,223.955,224.03,223.94,223.99,19343.0,224.0572,223.9228,223.955,224.03,223.94,223.99,19343,224.0572,223.9228,0.8599999999999965,0.9037500000000065,0.29103214890016565,0.35319980459208744,0,1,-220.561,3.362,Hold,0,3.362,2.636,0.726
2025-04-02 17:28:00,224.01,224.04,223.94,224.0,26286.0,224.0672,223.9328,224.01,224.04,223.94,224.0,26286,224.0672,223.9328,0.8500000000000056,0.8962500000000061,0.28764805414551564,0.3502686858817795,0,1,-220.561,3.372,Hold,0,3.372,2.646,0.726
2025-04-02 17:29:00,224.01,224.15,224.0,224.13,41501.0,224.1972,224.0628,224.01,224.15,224.0,224.13,41501,224.1972,224.0628,0.7200000000000102,0.8325000000000073,0.24365482233502683,0.32535417684416407,0,1,-220.561,3.502,Hold,0,3.502,2.776,0.726
2025-04-02 17:30:00,224.13,224.1934,224.02,224.11,38739.0,224.1772,224.0428,224.13,224.1934,224.02,224.11,38739,224.1772,224.0428,0.739999999999992,0.792500000000001,0.2504230118443269,0.3097215437225202,0,1,-220.561,3.482,Hold,0,3.482,2.756,0.7260000000000004
2025-04-02 17:31:00,224.11,224.22,224.07,224.12,35892.0,224.1872,224.0528,224.11,224.22,224.07,224.12,35892,224.1872,224.0528,0.7300000000000011,0.7600000000000022,0.24703891708967687,0.29702002931118704,0,1,-220.561,3.492,Hold,0,3.492,2.766,0.726
2025-04-02 17:32:00,224.14,224.2275,224.08,224.18,28120.0,224.2473,224.1127,224.14,224.2275,224.08,224.18,28120,224.2473,224.1127,0.6699999999999988,0.7150000000000004,0.22673434856175748,0.2794333170493398,0,1,-220.561,3.552,Hold,0,3.552,2.826,0.726
2025-04-02 17:33:00,224.205,224.23,224.05,224.085,31733.0,224.1522,224.0178,224.205,224.23,224.05,224.085,31733,224.1522,224.0178,0.7649999999999977,0.7262499999999974,0.2588832487309616,0.2838299951148003,0,1,-220.561,3.457,Hold,0,3.457,2.731,0.726
2025-04-02 17:34:00,224.11,224.24,224.1,224.2,26085.0,224.2673,224.1327,224.11,224.24,224.1,224.2,26085,224.2673,224.1327,0.650000000000017,0.7037500000000035,0.21996615905245742,0.27503663898387937,0,1,-220.561,3.572,Hold,0,3.572,2.846,0.726
