,open,high,low,close,volume,ask,bid,open_orig,high_orig,low_orig,close_orig,volume_orig,ask_orig,bid_orig,signal,signal_smooth,signal_norm,signal_smooth_norm,trade_action,Position,Cash,NetValue,Action,TradedAmount,StrategyEarning,BuyHoldEarning,EarningDiff
2025-05-02 19:28:00,204.9108,204.965,204.825,204.89,112164.0,204.9515,204.8285,204.9108,204.965,204.825,204.89,112164,204.9515,204.8285,0.0001381122907804839,6.513115249255114e-05,3.356313263195236e-05,1.990385286189372e-05,0,0,5.809,5.809,Hold,0,5.809,0.432,5.377
2025-05-02 19:29:00,204.8812,204.93,204.8665,204.88,77111.0,204.9415,204.8185,204.8812,204.93,204.8665,204.88,77111,204.9415,204.8185,0.00030807027354456376,0.00014611085950988869,7.486519405700218e-05,4.47121023205201e-05,0,0,5.809,5.809,Hold,0,5.809,0.422,5.3870000000000005
2025-05-02 19:30:00,204.87,204.895,204.8226,204.8575,78775.0,204.919,204.796,204.87,204.895,204.8226,204.8575,78775,204.919,204.796,0.000712885479209839,0.0003350357327432055,0.00017324069968647373,0.00010258950836136977,0,0,5.809,5.809,Hold,0,5.809,0.4,5.409
2025-05-02 19:31:00,204.855,204.8791,204.75,204.87,177321.0,204.9315,204.8085,204.855,204.8791,204.75,204.87,177321,204.9315,204.8085,0.0014826413341139308,0.0007175709332001139,0.00036030166078102836,0.00021977971599707827,0,0,5.809,5.809,Hold,0,5.809,0.412,5.397
2025-05-02 19:32:00,204.87,204.925,204.71,204.78,175409.0,204.8414,204.7186,204.87,204.925,204.71,204.78,175409,204.8414,204.7186,0.004088910365392801,0.0018413507439310097,0.000993659870083306,0.0005640512737493331,0,0,5.809,5.809,Hold,0,5.809,0.322,5.487
2025-05-02 19:33:00,204.78,204.83,204.705,204.76,104897.0,204.8214,204.6986,204.78,204.83,204.705,204.76,104897,204.8214,204.6986,0.00925668535069448,0.0043131289461855,0.002249498262623204,0.0013212840732554597,0,0,5.809,5.809,Hold,0,5.809,0.302,5.507000000000001
2025-05-02 19:34:00,204.76,204.7899,204.6946,204.725,85374.0,204.7864,204.6636,204.76,204.7899,204.6946,204.725,85374,204.7864,204.6636,0.02160085062505151,0.010075702839140836,0.005249295413135242,0.0030866568552241134,0,0,5.809,5.809,Hold,0,5.809,0.267,5.542
2025-05-02 19:35:00,204.725,204.725,204.6316,204.6898,96816.0,204.7512,204.6284,204.725,204.725,204.6316,204.6898,96816,204.7512,204.6284,0.05014678428793489,0.023432729988738854,0.012186338830603868,0.007178601291154569,0,0,5.809,5.809,Hold,0,5.809,0.232,5.577
2025-05-02 19:36:00,204.67,204.93,204.65,204.905,143718.0,204.9665,204.8435,204.67,204.93,204.65,204.905,143718,204.9665,204.8435,0.06217051941382555,0.03634532646376775,0.015108267172254091,0.011134393752128931,0,0,5.809,5.809,Hold,0,5.809,0.447,5.362
2025-05-02 19:37:00,204.905,205.075,204.84,205.05,151569.0,205.1115,204.9885,204.905,205.075,204.84,205.05,151569,205.1115,204.9885,0.06713689490512754,0.04660918261088769,0.016315162795899778,0.014278740812444818,0,0,5.809,5.809,Hold,0,5.809,0.592,5.2170000000000005
2025-05-02 19:38:00,205.05,205.0777,204.89,204.89,109021.0,204.9515,204.8285,205.05,205.0777,204.89,204.89,109021,204.9515,204.8285,0.30500000000002386,0.1327394550739331,0.07411907654921605,0.04066487338693311,0,0,5.809,5.809,Hold,0,5.809,0.432,5.377
